gene,HiC_1,HiC_2,HiC_3,HiC_4,HiC_5
ALG1,-0.012631521,-0.011803492,-0.014027286,0.25449324,-0.017260915
ALG10,-0.012635399,-0.011775978,-0.014053555,-0.011846664,-0.01610405
ALG10B,-0.012635393,-0.0117758745,-0.01405359,-0.011845991,-0.016105048
ALG11,-0.012635952,-0.011772825,-0.014054485,-0.011805532,-0.016177708
ALG12,-0.0126353875,-0.011775873,-0.014053568,-0.011845825,-0.016105555
ALG13,0.009426976,-0.011789783,-0.014006176,-0.012018514,-0.015912523
ALG14,-0.012635416,-0.011775472,-0.014053715,-0.011844197,-0.016103812
ALG2,-0.012635372,-0.008395775,-0.0140536195,-0.011845251,-0.016106093
ALG3,-0.012635025,-0.011777189,-0.014054493,-0.01184654,-0.01609609
ALG5,-0.012636123,-0.011772021,-0.014054216,-0.011804736,-0.016184133
ALG8,-0.012633847,-0.011785952,0.054967582,-0.011925604,-0.015975349
ALG9,-0.012619831,-0.011802706,0.045901023,-0.0122891115,-0.01585156
ALK,-0.012634496,-0.011771541,-0.0140361395,-0.011881818,-0.015998758
ALKBH1,-0.012631671,-0.011829527,-0.014012972,-0.012468731,-0.015470878
ALKBH2,-0.01263539,-0.0117758205,-0.014053607,-0.011845634,-0.01610557
ALKBH3,-0.012633923,-0.011773919,-0.0028380349,-0.011617508,-0.016141392
ALKBH4,-0.012635759,-0.011773529,-0.014052333,-0.011835655,-0.016140403
ALKBH5,-0.01263547,-0.011777343,-0.0140569,-0.011844332,-0.01610408
ALKBH7,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ALKBH8,-0.01262186,-0.0118254395,0.0378477,-0.012390358,-0.015524515
ALMS1,-0.01263543,-0.0117745,-0.01405211,-0.011844669,-0.016105868
ALOX12,-0.012635572,-0.011779272,-0.014061063,-0.011842701,-0.016102148
ALOX15,-0.012635431,-0.011776607,-0.014055309,-0.011844959,-0.016104804
ALOX15B,-0.012635412,-0.011776228,-0.014054496,-0.011845275,-0.016105197
ALOX5,-0.012623929,-0.011814484,-0.014080191,-0.011307006,0.20181206
ALOX5AP,-0.012635562,-0.011774746,-0.0140545815,-0.011818694,-0.016147697
ALPG,-0.012635301,-0.011775652,-0.0140525745,-0.011846852,-0.016103553
ALPI,-0.012635314,-0.011775584,-0.014052691,-0.011846431,-0.01610439
ALPL,-0.012635388,-0.011775783,-0.014053632,-0.0118453745,-0.016105419
ALPP,-0.012635352,-0.0117756,-0.014053124,-0.011846115,-0.016104162
ALS2,-0.012634662,-0.011771537,-0.014044434,-0.011851531,-0.016090374
ALS2CL,-0.012634892,-0.011777615,-0.014055184,-0.011846639,-0.016098462
ALYREF,-0.012635396,-0.0117759155,-0.01405382,-0.011845539,-0.016105512
AMACR,-0.012631457,-0.011772486,-0.014037522,-0.0119036855,-0.016099889
AMBN,-0.012638954,-0.011764011,-0.014062128,-0.011710215,-0.01628185
AMBP,-0.012635332,-0.0006275869,-0.0140536465,-0.01184438,-0.016107261
AMBRA1,-0.01263082,-0.011781078,0.01854643,-0.011687019,-0.016065355
AMD1,-0.012635612,-0.011774592,-0.014053689,-0.011833337,-0.016133422
AMDHD1,-0.012635391,-0.011775828,-0.014053603,-0.011845669,-0.016105495
AMELX,0.06398072,-0.011795695,-0.014036239,-0.012061736,-0.015966639
AMFR,-0.012634729,-0.011773258,-0.0140416715,0.022253957,-0.016301204
AMH,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.016105589
AMHR2,-0.01263539,-0.01177582,-0.014053608,-0.011845632,-0.016105577
AMN,-0.012635444,-0.011775887,-0.014053485,-0.0118470155,-0.016105084
AMOT,0.014645077,-0.011799088,-0.013976162,-0.012127835,-0.015793
AMOTL1,-0.012607498,-0.011963883,0.1848941,-0.013344643,-0.013724612
AMPD1,-0.012635391,-0.011775776,-0.014053636,-0.011845363,-0.016105337
AMPD3,-0.012635035,-0.011776999,0.0032078433,-0.011823446,-0.016091015
AMPH,-0.012642536,-0.011753871,-0.014001115,-0.011897101,-0.016732972
AMT,-0.012634934,-0.011777494,-0.01405467,-0.011847888,-0.016098322
AMTN,-0.012638452,-0.011765282,-0.014060083,-0.011737186,-0.016254859
AMY1A,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
AMY1B,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
AMY1C,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ANAPC1,-0.012635371,-0.0117757665,-0.0140532,-0.011847068,-0.016100938
ANAPC10,-0.012638749,-0.011764364,-0.014060901,-0.011724253,-0.016270395
ANAPC11,-0.012635488,-0.011777671,-0.014057618,-0.011844042,-0.016103793
ANAPC13,-0.012635115,-0.011776819,-0.014054293,-0.011846347,-0.016099194
ANAPC15,-0.012635171,-0.011775449,-0.0043863333,-0.011839444,-0.016111907
ANAPC16,-0.012631235,-0.01179365,-0.014058518,-0.011868272,0.013293485
ANAPC2,-0.01263538,-0.009936225,-0.014053615,-0.01184542,-0.016105868
ANAPC4,-0.012642839,-0.011746606,-0.0140615795,-0.011652302,-0.01645088
ANAPC5,-0.012635391,-0.011775825,-0.0140536055,-0.011845663,-0.016105518
ANAPC7,-0.01263539,-0.011775819,-0.014053608,-0.011845629,-0.016105587
ANG,-0.012635418,-0.011775737,-0.014053642,-0.011844915,-0.016106667
ANGPT1,-0.012635784,-0.011771863,-0.0140640605,-0.011841349,-0.016155494
ANGPT2,-0.012643725,-0.011730844,-0.014154828,-0.011608203,-0.016776716
ANGPT4,-0.01263539,-0.0117758205,-0.014053603,-0.011845654,-0.016105594
ANGPTL3,-0.01263538,-0.011775496,-0.0140538,-0.011844654,-0.016104354
ANGPTL4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ANK1,-0.012640179,-0.011754363,-0.014104073,-0.011696803,-0.01645846
ANK2,-0.012706161,-0.0115401875,-0.014220302,-0.009169074,-0.019608635
ANK3,-0.012452959,-0.012492489,-0.014271946,-0.008812454,2.3680227
ANKFY1,-0.012635538,-0.011778621,-0.014059667,-0.011843242,-0.01610283
ANKLE2,-0.012635391,-0.01177583,-0.014053604,-0.011845697,-0.016105482
ANKMY2,-0.012636523,-0.011774147,-0.014044397,-0.011860262,-0.016201997
ANKRA2,-0.012633971,-0.011769728,-0.014045831,-0.011852316,-0.016176991
ANKRD1,-0.012633929,-0.011781406,-0.014054635,-0.011812425,0.00611282
ANKRD2,-0.012634357,-0.011780161,-0.014054081,-0.011844915,-0.0060574836
ANKRD27,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ANKRD28,-0.012632448,-0.011786035,-0.014064966,-0.01184152,-0.016058285
ANKRD49,-0.0126310075,-0.011813129,0.026732443,-0.012120812,-0.015624426
ANKS4B,-0.012634829,-0.011778806,-0.014048712,0.025223246,-0.016273243
ANKS6,-0.01263534,-0.0026355344,-0.014053637,-0.011844646,-0.016106904
ANLN,-0.012637085,-0.011770488,-0.014041778,-0.011855762,-0.01625332
ANO1,-0.012632319,-0.011785092,0.055977423,-0.011938116,-0.015998624
ANO10,-0.012621167,-0.011827365,-0.014096644,-0.0118857715,-0.015882416
ANO6,-0.0126354,-0.0117759975,-0.014053545,-0.011846754,-0.016103845
ANO8,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ANOS1,0.44962668,-0.011876656,-0.013966961,-0.012934018,-0.015408159
ANP32A,-0.012635391,-0.011775819,-0.01405361,-0.011845624,-0.016105592
ANP32B,-0.012635359,-0.0058497023,-0.014053628,-0.011844974,-0.016106466
ANP32E,-0.012635386,-0.011775718,-0.014053676,-0.011845255,-0.01610515
ANPEP,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.016105592
ANTXR1,-0.012635391,-0.011774665,-0.014051882,-0.011847633,-0.016096499
ANTXR2,-0.012654955,-0.011709442,-0.014096858,-0.011132609,-0.017066421
ANXA1,-0.01263537,-0.007933365,-0.014053621,-0.011845197,-0.016106166
ANXA11,-0.012625923,-0.011815855,-0.014056938,-0.011866547,0.06617425
ANXA2,-0.012635392,-0.011775821,-0.014053617,-0.011845583,-0.016105661
ANXA5,-0.012636576,-0.0117720235,-0.01405672,-0.011797837,-0.016165076
ANXA6,-0.012634379,-0.0117724985,-0.014048291,-0.011849825,-0.01613901
ANXA7,-0.012633201,-0.011785064,-0.014055105,-0.011845536,0.004721048
AOC1,-0.012641809,-0.011734482,-0.014056062,-0.011443742,-0.016762543
AOC2,-0.012635516,-0.011778203,-0.0140587585,-0.011843601,-0.016103225
AOC3,-0.012635449,-0.011776939,-0.014056027,-0.011844676,-0.016104482
AOPEP,-0.012635188,0.026191255,-0.014053744,-0.011841369,-0.01611129
AOX1,-0.012634556,-0.011773841,-0.014044197,-0.011866053,-0.016047405
AP1AR,-0.012637902,-0.011767355,-0.014059292,-0.011752751,-0.016229393
AP1B1,-0.012635381,-0.011775987,-0.014053484,-0.011846243,-0.016105484
AP1G1,-0.012634924,-0.011769685,-0.014040811,0.005383972,-0.016242106
AP1G2,-0.012635476,-0.011775523,-0.014053751,-0.011842875,-0.016109405
AP1M1,-0.01263539,-0.011775819,-0.014053609,-0.011845626,-0.01610559
AP1M2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
AP1S1,-0.012637352,-0.0117597245,-0.014054985,-0.01172756,-0.016298236
AP1S2,0.04356001,-0.011786088,-0.014041396,-0.011956503,-0.01602691
AP1S3,-0.012634739,-0.011775287,-0.014046672,-0.011866835,-0.016043905
AP2A1,-0.012635392,-0.011775814,-0.014053603,-0.011845625,-0.01610559
AP2A2,-0.012635185,-0.011775127,0.0025472401,-0.0117924465,-0.016115813
AP2B1,-0.012638393,-0.011832719,-0.01417646,-0.011797396,-0.016048886
AP2M1,-0.012634946,-0.011777542,-0.014054039,-0.011845971,-0.016083295
AP2S1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
AP3B1,-0.0126179,-0.011674127,-0.013946234,-0.011839071,-0.017394971
AP3B2,-0.012635391,-0.01177582,-0.014053611,-0.011845622,-0.016105596
AP3M1,-0.012630948,-0.011794719,-0.0140568325,-0.011857699,0.020664062
AP3M2,-0.012635788,-0.011773992,-0.014057814,-0.0118333455,-0.016135093
AP3S1,-0.012631944,-0.011763436,-0.014035512,-0.011866095,-0.01624399
AP3S2,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.016105592
AP4B1,-0.012635388,-0.0117757525,-0.014053645,-0.011845375,-0.016105274
AP4E1,-0.012635391,-0.011775821,-0.0140536195,-0.011845606,-0.016105603
AP4M1,-0.012636093,-0.011771939,-0.014051188,-0.011827847,-0.016170993
AP4S1,-0.012635439,-0.011776917,-0.014052622,-0.01185966,-0.01609323
AP5M1,-0.0126353055,-0.011779221,-0.014050847,-0.011886656,-0.01606613
APAF1,-0.012635391,-0.011775848,-0.014053594,-0.011845787,-0.016105294
APBA1,-0.012634932,0.07472063,-0.014053908,-0.011835962,-0.016118556
APBB1,-0.012633888,-0.011777968,0.0013187218,-0.01183407,-0.016086187
APBB1IP,-0.012626614,-0.011810161,-0.014069346,-0.011706022,0.08598491
APBB2,-0.012664119,-0.01166353,-0.014085213,-0.011093953,-0.017437689
APC,-0.012631062,-0.011758817,-0.014030347,-0.011866942,-0.016300395
APC2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APCS,-0.012635388,-0.011775814,-0.014053614,-0.011845506,-0.016105479
APEH,-0.012634911,-0.0117776375,-0.014054447,-0.01184776,-0.016094435
APEX1,-0.012635386,-0.011776095,-0.01405338,-0.011848998,-0.016102392
APEX2,0.006715089,-0.011778646,-0.01405109,-0.01187635,-0.016085485
APH1A,-0.01263539,-0.011775817,-0.014053613,-0.011845583,-0.01610556
APH1B,-0.012635391,-0.011775819,-0.01405361,-0.011845623,-0.016105596
API5,-0.012631732,-0.011778993,0.008124513,-0.011248896,-0.01608639
APIP,-0.0126345,-0.011775765,-0.004203508,-0.011777299,-0.01611227
APLF,-0.012635419,-0.011775011,-0.014052565,-0.011847113,-0.016098289
APLNR,-0.012633562,-0.011778294,0.0032210355,-0.011863119,-0.016084695
APLP1,-0.012635391,-0.011775815,-0.0140536055,-0.011845625,-0.01610559
APLP2,-0.012588089,-0.011781559,0.02340601,-0.012926837,-0.016384268
APOA1,-0.012631263,-0.011780999,-0.0057886466,-0.011943998,-0.016065232
APOA2,-0.012635389,-0.011775809,-0.014053621,-0.011845476,-0.016105497
APOA4,-0.0126308855,-0.011781166,-0.0040002423,-0.011969788,-0.016065832
APOA5,-0.012631902,-0.011775799,-0.0065186485,-0.011917767,-0.01613215
APOB,-0.012635372,-0.011775897,-0.0140532,-0.011847205,-0.016101414
APOBEC1,-0.012635393,-0.011775864,-0.014053594,-0.011845932,-0.016105128
APOBEC3A,-0.012635389,-0.011775843,-0.014053592,-0.011845712,-0.016105572
APOBEC3F,-0.012635388,-0.011775858,-0.01405358,-0.011845769,-0.016105564
APOBEC3G,-0.012635388,-0.011775852,-0.014053586,-0.011845748,-0.016105564
APOC1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APOC2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APOC3,-0.012631263,-0.011780999,-0.005788571,-0.011944,-0.016065234
APOC4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APOE,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APOF,-0.012635391,-0.011775828,-0.0140536055,-0.011845683,-0.016105503
APOH,-0.012635482,-0.01177754,-0.014057351,-0.01184413,-0.016104003
APOL1,-0.012635385,-0.0117759295,-0.014053527,-0.01184603,-0.016105518
APOM,-0.012635405,-0.011775734,-0.014053616,-0.011844836,-0.016107375
APOO,0.10927364,-0.011828694,-0.01400576,-0.012420779,-0.015733624
APOOL,0.012779861,-0.011786057,-0.014024154,-0.011980109,-0.015968315
APP,-0.012636072,-0.011771427,-0.014048067,-0.011859493,-0.016219623
APPBP2,-0.01263562,-0.01177973,-0.014062656,-0.01184149,-0.01610451
APPL1,-0.0126332855,-0.01178348,-0.014059629,-0.011852351,-0.016069986
APRT,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
APTX,-0.012634861,0.08819605,-0.014053952,-0.011834456,-0.01612058
AQP1,-0.012636337,-0.011772361,-0.014046513,-0.011853132,-0.016188378
AQP10,-0.012635388,-0.0117758205,-0.01405361,-0.011845496,-0.016105494
AQP11,-0.012633172,-0.011787508,0.022969544,-0.011938716,-0.015960364
AQP2,-0.012635391,-0.011775821,-0.014053607,-0.011845642,-0.016105562
AQP3,-0.012635333,-0.0010410558,-0.014053646,-0.011844426,-0.0161072
AQP4,-0.012633771,-0.011781798,-0.014052273,-0.011894731,-0.016038548
AQP5,-0.012635391,-0.011775821,-0.014053607,-0.011845642,-0.016105562
AQP8,-0.012634341,-0.01178277,-0.014045731,0.059747983,-0.016420573
AQR,-0.012635391,-0.0117758205,-0.014053614,-0.011845617,-0.016105598
AR,0.10905993,-0.01180301,-0.01400437,-0.012164304,-0.015838077
ARAP1,-0.012634993,-0.0117815025,0.017019294,-0.011878333,-0.016029239
ARAP2,-0.012663892,-0.011662976,-0.014081803,-0.011127976,-0.0174204
ARAP3,-0.012633703,-0.011768383,-0.01404386,-0.011844587,-0.016187169
ARCN1,-0.012631518,-0.011781023,-0.007892638,-0.011942206,-0.01606321
AREL1,-0.012635731,-0.011777951,-0.014051389,-0.011875434,-0.016082799
ARF3,-0.012635391,-0.011775825,-0.014053606,-0.011845661,-0.016105523
ARF4,-0.012634028,-0.011780822,-0.014057596,-0.011850336,-0.01608397
ARF5,-0.012640841,-0.011741508,-0.014052127,-0.01155388,-0.016645519
ARF6,-0.012635458,-0.011775794,-0.014053545,-0.011846029,-0.016106205
ARFGAP1,-0.012635385,-0.011775855,-0.014053519,-0.011846133,-0.016105637
ARFGAP2,-0.012634427,-0.011784414,-0.008885822,-0.01184176,-0.015994174
ARFGAP3,-0.0126353875,-0.011775875,-0.014053563,-0.011845869,-0.016105562
ARFGEF1,-0.012636501,-0.01176936,-0.014069191,-0.01181629,-0.016201109
ARFGEF2,-0.012635381,-0.011775878,-0.014053462,-0.011846455,-0.016105669
ARFIP1,-0.012637765,-0.011767206,-0.014057659,-0.011770108,-0.01621932
ARFIP2,-0.012634585,-0.011777362,-0.010839504,-0.011836468,-0.016089903
ARFRP1,-0.012635386,-0.011775844,-0.014053547,-0.011845974,-0.016105622
ARG1,-0.012636033,-0.011772273,-0.014053813,-0.011809867,-0.016186388
ARG2,-0.012640051,-0.011760014,-0.01406114,-0.0116992965,-0.016309991
ARGLU1,-0.012637047,-0.011766579,-0.014058133,-0.011686603,-0.016373914
ARHGAP1,-0.012634325,-0.011774791,0.0054283384,-0.0117417555,-0.016126381
ARHGAP10,-0.012644882,-0.011742893,-0.014073018,-0.011513744,-0.016568346
ARHGAP11A,-0.012635391,-0.01177582,-0.014053611,-0.01184562,-0.016105596
ARHGAP12,-0.012632684,-0.011785071,-0.014057446,-0.011723169,0.038569663
ARHGAP15,-0.012634455,-0.011773814,-0.01404088,-0.0118798455,-0.016005952
ARHGAP17,-0.012633946,-0.0117830215,-0.014040434,0.082905576,-0.01653778
ARHGAP19,-0.012631919,-0.011790895,-0.014055992,-0.011880079,0.0046685445
ARHGAP21,-0.01262888,-0.011800108,-0.014065502,-0.011670956,0.078200884
ARHGAP22,-0.012581118,-0.011996738,-0.014157984,-0.011546442,0.4440805
ARHGAP24,-0.012690798,-0.011594298,-0.014190217,-0.009699313,-0.018861765
ARHGAP25,-0.012635401,-0.011775363,-0.01405267,-0.0118466215,-0.016102007
ARHGAP28,-0.012619914,-0.011837513,-0.01404439,-0.012312803,-0.015423608
ARHGAP29,-0.012635395,-0.011775658,-0.014053681,-0.011844975,-0.016104849
ARHGAP30,-0.012635389,-0.011775818,-0.014053615,-0.011845454,-0.01610547
ARHGAP31,-0.01263249,-0.0117864795,-0.014061855,-0.011853337,-0.016049236
ARHGAP32,-0.012415689,-0.0119326785,0.17010607,-0.01747263,-0.015612788
ARHGAP36,-0.00051692006,-0.0117785465,-0.014039996,-0.01188259,-0.016055265
ARHGAP39,-0.012636903,-0.011770053,-0.014065233,-0.011793808,-0.016204229
ARHGAP4,-0.011611563,-0.01178066,-0.014041276,-0.011900844,-0.016052118
ARHGAP44,-0.012636437,-0.011795658,-0.014096451,-0.011828798,-0.016085858
ARHGAP45,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGAP5,-0.012635385,-0.011777072,-0.014052559,-0.011861019,-0.016091177
ARHGAP6,0.91368836,-0.012051831,-0.013805722,-0.01484495,-0.014166433
ARHGAP8,-0.012635385,-0.011775935,-0.0140535245,-0.011846051,-0.016105514
ARHGAP9,-0.012635391,-0.011775821,-0.014053607,-0.011845636,-0.016105562
ARHGDIA,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGDIB,-0.012635393,-0.01177588,-0.014053589,-0.011846019,-0.016105002
ARHGDIG,-0.012635289,-0.011775879,-0.014052413,-0.00615621,-0.016133832
ARHGEF1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGEF10,-0.01271443,-0.011476062,-0.014646324,-0.009124174,-0.021224594
ARHGEF10L,-0.012635387,-0.011775725,-0.014053709,-0.011844499,-0.016105026
ARHGEF11,-0.012635382,-0.011775714,-0.014053682,-0.011844886,-0.016104883
ARHGEF12,-0.012608767,-0.011808635,0.043246727,-0.012573336,-0.01585443
ARHGEF15,-0.012635435,-0.011776656,-0.014055416,-0.011844916,-0.016104762
ARHGEF16,-0.012635392,-0.011775801,-0.014053634,-0.011845337,-0.01610547
ARHGEF17,-0.012634386,-0.011778277,0.021072568,-0.01187128,-0.016077954
ARHGEF18,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGEF2,-0.012635387,-0.011775828,-0.014053639,-0.011845181,-0.016105304
ARHGEF25,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGEF28,-0.012616413,-0.011664148,-0.013936402,-0.011833161,-0.01752509
ARHGEF3,-0.0126183,-0.011838288,-0.014101984,-0.011905746,-0.015824165
ARHGEF4,-0.012635209,-0.011774742,-0.014050747,-0.011850433,-0.016090294
ARHGEF40,-0.012635432,-0.011776082,-0.014053335,-0.011849299,-0.01610278
ARHGEF5,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARHGEF6,0.010660788,-0.011785164,-0.014026375,-0.011962923,-0.0159845
ARHGEF7,-0.01263852,-0.011758247,-0.014062643,-0.011534949,-0.016626522
ARHGEF9,0.087871045,-0.011788573,-0.014027691,-0.011997285,-0.01597084
ARID1A,-0.012635388,-0.011775793,-0.014053639,-0.011845291,-0.016105391
ARID1B,-0.012669866,-0.011585144,-0.014063721,-0.009929276,-0.020437397
ARID2,-0.012635397,-0.011775934,-0.014053567,-0.011846356,-0.016104454
ARID3A,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ARID4A,-0.012635596,-0.011778995,-0.014050677,-0.011886889,-0.01607016
ARID5B,-0.012594478,-0.01194222,-0.014097906,-0.011496245,0.43901256
ARIH1,-0.012635391,-0.01177582,-0.014053612,-0.01184562,-0.016105596
ARIH2,-0.012634565,-0.011778869,-0.014055627,-0.011849248,-0.016092595
ARL1,-0.012635391,-0.011775826,-0.014053603,-0.0118456585,-0.016105514
ARL13B,-0.012629173,-0.011798555,-0.014071387,-0.01186867,-0.016006503
ARL2,-0.012635365,-0.011775872,-0.013788834,-0.011845863,-0.016105045
ARL2BP,-0.012635253,-0.011775009,-0.014051141,-0.005616348,-0.016142983
ARL3,-0.012634941,-0.011777014,-0.014053848,-0.0118053,-0.0016414444
ARL4D,-0.012635569,-0.011779206,-0.014060926,-0.011842748,-0.016102241
ARL6,-0.012632245,-0.011787386,-0.0140625695,-0.011856258,-0.016051078
ARL6IP5,-0.012630938,-0.011792176,-0.01406671,-0.0118616,-0.016036693
ARL8A,-0.012635389,-0.011775821,-0.01405361,-0.011845459,-0.01610551
ARL8B,-0.012633947,-0.011779868,-0.014065564,-0.011819768,-0.016102655
ARNT,-0.0126353875,-0.011775788,-0.014053628,-0.01184537,-0.016105333
ARNT2,-0.012635391,-0.0117758205,-0.014053616,-0.011845611,-0.016105603
ARPC1A,-0.012637002,-0.011765106,-0.014051604,-0.011779045,-0.016257856
ARPC1B,-0.012636543,-0.0117678465,-0.0140527515,-0.011791826,-0.016216028
ARPC2,-0.012634822,-0.0117751565,-0.014047465,-0.01186236,-0.016057888
ARPC3,-0.012635391,-0.011775822,-0.014053607,-0.011845646,-0.016105557
ARPC4,-0.012635234,-0.011776215,-0.014055109,-0.011841914,-0.016105713
ARPC5,-0.012635385,-0.011775826,-0.014053602,-0.011845218,-0.016105395
ARPC5L,-0.012635378,-0.009508128,-0.014053619,-0.011845363,-0.01610594
ARPP19,-0.012635391,-0.01177582,-0.014053611,-0.011845622,-0.016105594
ARR3,0.0078796195,-0.011783114,-0.014038394,-0.011929593,-0.01603117
ARRB1,-0.012632269,-0.011780447,0.015187791,-0.011910042,-0.016064474
ARRB2,-0.012635434,-0.011776642,-0.014055385,-0.011844928,-0.01610477
ARRDC3,-0.012633615,-0.011764581,-0.014042312,-0.011842107,-0.016250558
ARSA,-0.0126353875,-0.011775866,-0.014053573,-0.011845806,-0.01610556
ARSB,-0.012620434,-0.011680452,-0.013958343,-0.011815012,-0.017335232
ARSG,-0.01263586,-0.011784676,-0.014072789,-0.011838045,-0.016097017
ARSI,-0.012634295,-0.01177295,-0.014048306,-0.011855481,-0.016132966
ARSK,-0.012633181,-0.011763599,-0.014040319,-0.011846206,-0.016258808
ART3,-0.0126407,-0.011758477,-0.0140668005,-0.0116387345,-0.016369902
ASAH1,-0.012635922,-0.01176832,-0.014073363,-0.011847571,-0.01619365
ASAP1,-0.012636534,-0.011769374,-0.014068826,-0.011814461,-0.016201297
ASAP2,-0.012635212,-0.011775402,-0.014051325,-0.011853145,-0.016081827
ASAP3,-0.012635389,-0.011775793,-0.014053626,-0.011845497,-0.01610547
ASB6,-0.01263539,-0.011708651,-0.014053609,-0.0118456185,-0.016105602
ASB8,-0.012635391,-0.01177583,-0.014053604,-0.011845689,-0.016105484
ASCC1,-0.012626656,-0.011813601,-0.014062752,-0.011908275,0.044084154
ASCC3,-0.012639757,-0.0117517095,-0.014055105,-0.011605919,-0.016654642
ASCL1,-0.01263539,-0.011775821,-0.014053607,-0.011845633,-0.016105564
ASCL2,-0.012635159,-0.011777738,-0.011533049,-0.011857076,-0.016080713
